r,cutoff,avg_time (seconds),median_time (seconds)
11,111,0.345277209,0.345627751
11,112,0.348064513,0.348076693
11,113,0.347116473,0.347429016
11,114,0.347304821,0.347806378
11,115,0.343937001,0.344938262
11,116,0.347456914,0.348155866
11,117,0.347350838,0.348192264
11,118,0.345003695,0.346821382
11,119,0.344891438,0.345632704
11,120,0.347399805,0.347861065
11,121,0.34431776,0.346169582
11,122,0.345795703,0.346139327
11,123,0.346681901,0.348235724
11,124,0.344250729,0.345927125
11,125,0.344321447,0.344618801
11,126,0.344609541,0.34568846
11,127,0.341723839,0.341781151
11,128,0.342513732,0.342969825
11,129,0.347210799,0.350057737
11,130,0.341535079,0.341706489
11,131,0.341638934,0.342355238
11,132,0.343241093,0.344164829
11,133,0.34117283,0.34179035
11,134,0.339632524,0.340362127
11,135,0.341710546,0.344515689
11,136,0.339187023,0.340080993
11,137,0.340453219,0.342449704
11,138,0.340628384,0.341107607
11,139,0.338521022,0.339422582
11,140,0.339671967,0.340622883
11,141,0.344847481,0.345240526
11,142,0.341468543,0.342527871
11,143,0.340818093,0.341438277
11,144,0.342052699,0.343622228
11,145,0.338794573,0.339783947
11,146,0.342119168,0.34273192
11,147,0.342344867,0.342734957
11,148,0.341155627,0.34167686
11,149,0.341828896,0.342580584
11,150,0.340471275,0.340570328
11,151,0.34062672,0.342440676
11,152,0.339639583,0.340425318
11,153,0.337918506,0.339219157
11,154,0.341144424,0.341475151
11,155,0.34059416,0.341195311
11,156,0.340015687,0.341745916
11,157,0.337932582,0.338381189
11,158,0.341218601,0.34211272
11,159,0.340910509,0.340989701
11,160,0.338151909,0.338400659
11,161,0.339058028,0.341074839
11,162,0.342213628,0.346454323
11,163,0.339842597,0.340858478
11,164,0.342967161,0.344566097
11,165,0.33944017,0.339620724
11,166,0.340719286,0.341866035
11,167,0.341486535,0.342647279
11,168,0.337286934,0.337384532
11,169,0.337118241,0.338307171
11,170,0.34259505,0.342836504
11,171,0.33807973,0.339149447
11,172,0.341425736,0.341780671
11,173,0.342941105,0.342994703
11,174,0.337888529,0.339704818
11,175,0.339121764,0.339460673
11,176,0.34461899,0.347722558
11,177,0.340620087,0.341027066
11,178,0.340852512,0.341187166
11,179,0.34620063,0.351900767
11,180,0.341513538,0.34376366
11,181,0.339607417,0.340557011
11,182,0.342791458,0.342847642
11,183,0.341462908,0.343185474
11,184,0.341482655,0.342165278
11,185,0.342701146,0.344339989
11,186,0.341957199,0.342604119
11,187,0.345403584,0.346670306
11,188,0.341378567,0.34294534
11,189,0.346048258,0.346071292
11,190,0.347197001,0.349067564
11,191,0.339663212,0.342976499
11,192,0.340379103,0.341030659
11,193,0.345159895,0.346893561
11,194,0.34062255,0.341104752
11,195,0.341421582,0.342208353
11,196,0.344426204,0.345987029
11,197,0.341024428,0.343071562
11,198,0.340270391,0.340561992
11,199,0.340598224,0.343380649
11,200,0.338130401,0.338342217
13,3,0.476169121,0.476534399
13,4,0.470074313,0.470628004
13,5,0.468421523,0.468561971
13,6,0.456203906,0.459901354
13,7,0.452560961,0.453845095
13,8,0.451535663,0.451634196
13,9,0.444084324,0.444104962
13,10,0.447533576,0.450115101
13,11,0.441842366,0.442025249
13,12,0.438844105,0.441784747
13,13,0.437814266,0.438367426
13,14,0.430020122,0.431081024
13,15,0.426642762,0.427815384
13,16,0.421412677,0.421498639
13,17,0.416732505,0.417421869
13,18,0.411254835,0.411388968
13,19,0.409358281,0.411944969
13,20,0.409756748,0.410068911
13,21,0.404839965,0.407420946
13,22,0.403709509,0.403857584
13,23,0.405464294,0.406192458
13,24,0.400484617,0.400814218
13,25,0.401731834,0.401928532
13,26,0.400696598,0.400995392
13,27,0.399964389,0.401813578
13,28,0.396232504,0.396292534
13,29,0.393084365,0.393415007
13,30,0.396263138,0.397729597
13,31,0.394070223,0.394248163
13,32,0.391298186,0.394810937
13,33,0.384180508,0.38526939
13,34,0.385614217,0.386312292
13,35,0.384754335,0.386524424
13,36,0.381630332,0.381935703
13,37,0.382293492,0.382468442
13,38,0.378117152,0.378629125
13,39,0.378874253,0.37934613
13,40,0.382849006,0.384001943
13,41,0.376897177,0.377970816
13,42,0.37634966,0.377623342
13,43,0.378982191,0.378989044
13,44,0.376649891,0.377893395
13,45,0.378529167,0.383849456
13,46,0.376859906,0.377038293
13,47,0.37299887,0.374437457
13,48,0.375063983,0.377829441
13,49,0.376053855,0.377346762
13,50,0.373079688,0.373955464
13,51,0.377406946,0.378792477
13,52,0.372113034,0.37295269
13,53,0.374388384,0.375645352
13,54,0.37244075,0.372746959
13,55,0.368351188,0.368947766
13,56,0.372846851,0.373362482
13,57,0.36724906,0.368049644
13,58,0.368815421,0.369006018
13,59,0.369398234,0.371183839
13,60,0.367304997,0.368028636
13,61,0.366114045,0.368038529
13,62,0.367783209,0.36918441
13,63,0.364406764,0.364464547
13,64,0.363866582,0.364619696
13,65,0.363039361,0.363178209
13,66,0.361341952,0.361731516
13,67,0.364082055,0.364456766
13,68,0.357717339,0.358808888
13,69,0.360743739,0.360940584
13,70,0.363722009,0.364177784
13,71,0.35793925,0.358198712
13,72,0.358479706,0.358504846
13,73,0.359622564,0.361511886
13,74,0.35981144,0.360015568
13,75,0.35923511,0.360411635
13,76,0.35435533,0.355878318
13,77,0.35503121,0.355154175
13,78,0.358685148,0.362355244
13,79,0.35608614,0.356972099
13,80,0.354176278,0.354217059
13,81,0.360526273,0.363275045
13,82,0.355196408,0.355420136
13,83,0.356783505,0.356886372
13,84,0.356776102,0.357959101
13,85,0.356314977,0.356694231
13,86,0.354172076,0.356260019
13,87,0.357002277,0.358686667
13,88,0.353608883,0.353926819
13,89,0.356483534,0.357254519
13,90,0.356178892,0.356511129
13,91,0.357081519,0.358244374
13,92,0.357933708,0.359893465
13,93,0.355326305,0.35542984
13,94,0.354932298,0.355450899
13,95,0.358454843,0.358984861
13,96,0.353406926,0.354007646
13,97,0.3527953,0.353111964
13,98,0.357737192,0.358063421
13,99,0.351414763,0.352590013
13,100,0.353206789,0.35390124
13,101,0.356427762,0.358516804
13,102,0.35434149,0.356327839
13,103,0.352085402,0.352389205
13,104,0.352230006,0.353100986
13,105,0.354714898,0.355707813
13,106,0.353314134,0.356106495
13,107,0.351167492,0.351589122
13,108,0.353565921,0.35396326
13,109,0.356812237,0.357540494
13,110,0.350381096,0.350625606
13,111,0.352160325,0.352471755
13,112,0.35467858,0.355339129
13,113,0.35031413,0.350595593
13,114,0.353335576,0.356111105
13,115,0.353531156,0.355163744
13,116,0.351719884,0.351856858
13,117,0.350197438,0.351154135
13,118,0.350065378,0.351621601
13,119,0.350931221,0.352835126
13,120,0.35232518,0.356249941
13,121,0.350573033,0.351198352
13,122,0.352486717,0.354626027
13,123,0.351082659,0.351521388
13,124,0.351663662,0.355241756
13,125,0.350440029,0.350864334
13,126,0.353391183,0.354438063
13,127,0.34849988,0.349647138
13,128,0.350735276,0.351633405
13,129,0.35282235,0.353838472
13,130,0.346668931,0.346687919
13,131,0.346336395,0.346467073
13,132,0.349137492,0.350812915
13,133,0.346749161,0.348492263
13,134,0.350332459,0.352287052
13,135,0.349685322,0.350472939
13,136,0.347106121,0.34847329
13,137,0.349616131,0.35000693
13,138,0.348887365,0.349053339
13,139,0.349549378,0.350050567
13,140,0.34771437,0.348101692
13,141,0.34867911,0.349481263
13,142,0.349334232,0.351348238
13,143,0.349743869,0.35241561
13,144,0.347796086,0.348254669
13,145,0.348765766,0.348981022
13,146,0.349794035,0.3504349
13,147,0.347852517,0.348014008
13,148,0.347715546,0.348084923
13,149,0.349926305,0.350605967
13,150,0.347297231,0.347366859
13,151,0.347075164,0.34908074
13,152,0.351145118,0.351426298
13,153,0.35020175,0.350264377
13,154,0.347457757,0.34809973
13,155,0.349226254,0.351401479
13,156,0.349648339,0.3497932
13,157,0.350066597,0.351668623
13,158,0.348401921,0.349120192
13,159,0.349387517,0.349398623
13,160,0.345760063,0.347052494
13,161,0.344866917,0.345176415
13,162,0.3518227,0.351866752
13,163,0.348287019,0.349378226
13,164,0.347435842,0.347779171
13,165,0.348726153,0.351215649
13,166,0.350723723,0.351008572
13,167,0.347468738,0.347732036
13,168,0.347876489,0.350398721
13,169,0.347416722,0.349085965
13,170,0.349531499,0.350082086
13,171,0.348512649,0.351982431
13,172,0.349033496,0.349114294
13,173,0.348256724,0.349412153
13,174,0.35085565,0.3518793
13,175,0.349042249,0.349522971
13,176,0.349942389,0.350521204
13,177,0.346008264,0.346577775
13,178,0.348863192,0.349489051
13,179,0.34866885,0.349841797
13,180,0.347699148,0.34845639
13,181,0.349806596,0.351688855
13,182,0.347155365,0.347233946
13,183,0.347510532,0.347596968
13,184,0.350761583,0.353094081
13,185,0.348381864,0.349335367
13,186,0.346011421,0.347053359
13,187,0.34811011,0.348305574
13,188,0.349224488,0.350825421
13,189,0.347770206,0.350466765
13,190,0.346907846,0.347043208
13,191,0.346502313,0.346584632
13,192,0.345885641,0.348494311
13,193,0.347150745,0.347682751
13,194,0.347408246,0.347541493
13,195,0.350104281,0.350567013
13,196,0.356106368,0.356271622
13,197,0.348153256,0.349603325
13,198,0.350024314,0.351831855
13,199,0.349211729,0.350296426
13,200,0.347796936,0.348575989
15,3,0.480539879,0.482875466
15,4,0.469764834,0.470220538
15,5,0.465356656,0.467014672
15,6,0.463563731,0.464465639
15,7,0.454710441,0.456199621
15,8,0.452750948,0.453362633
15,9,0.449715223,0.453437632
15,10,0.447901397,0.448947472
15,11,0.450324032,0.451929876
15,12,0.447357835,0.447707585
15,13,0.439958695,0.440428248
15,14,0.44446524,0.445753493
15,15,0.434870178,0.435034591
15,16,0.430972073,0.43241188
15,17,0.425103782,0.426980373
15,18,0.41971564,0.41976047
15,19,0.417719816,0.418274894
15,20,0.414265686,0.414354199
15,21,0.417649653,0.420082641
15,22,0.414137615,0.414580382
15,23,0.411968881,0.412559371
15,24,0.409074469,0.410245385
15,25,0.406128091,0.408555376
15,26,0.410142994,0.414319332
15,27,0.405691502,0.408697036
15,28,0.407336573,0.409679155
15,29,0.401554795,0.403100546
15,30,0.398255474,0.398535151
15,31,0.397381924,0.401119548
15,32,0.399935522,0.400936798
15,33,0.3984309,0.399967315
15,34,0.393645075,0.39371035
15,35,0.391030144,0.392093115
15,36,0.389783119,0.391632751
15,37,0.390220927,0.393759115
15,38,0.388869888,0.390814043
15,39,0.386641676,0.387765669
15,40,0.388748651,0.388787468
15,41,0.385852908,0.385885869
15,42,0.383787667,0.384379853
15,43,0.383678715,0.383734985
15,44,0.383252375,0.385027589
15,45,0.383111687,0.384672971
15,46,0.385033039,0.38632966
15,47,0.381936543,0.382961295
15,48,0.383973196,0.383991306
15,49,0.383482297,0.385620255
15,50,0.379887218,0.380046316
15,51,0.380187323,0.380869654
15,52,0.378113405,0.378357642
15,53,0.377829343,0.378406
15,54,0.380657618,0.380839652
15,55,0.376977066,0.37725526
15,56,0.380861731,0.383405898
15,57,0.374673705,0.377109686
15,58,0.373298028,0.374670198
15,59,0.376093487,0.377184073
15,60,0.372766661,0.374824342
15,61,0.374927246,0.375499869
15,62,0.374156821,0.374495596
15,63,0.37097487,0.371613567
15,64,0.373186551,0.374059385
15,65,0.371942755,0.372099
15,66,0.368878758,0.369100052
15,67,0.370342997,0.371368774
15,68,0.367956867,0.369416647
15,69,0.373287657,0.374839721
15,70,0.366180534,0.36853133
15,71,0.36476879,0.365493161
15,72,0.367321676,0.368990414
15,73,0.368557231,0.370324074
15,74,0.366496643,0.367370014
15,75,0.368379791,0.37113666
15,76,0.365657012,0.367358693
15,77,0.365980796,0.366663123
15,78,0.367361511,0.368416056
15,79,0.359265816,0.359373722
15,80,0.365996659,0.367403284
15,81,0.363545978,0.364702124
15,82,0.364537808,0.36477469
15,83,0.364377094,0.365293976
15,84,0.364960061,0.36566373
15,85,0.364165175,0.366067699
15,86,0.368535756,0.369762713
15,87,0.363858938,0.364060066
15,88,0.364345879,0.364609805
15,89,0.369795961,0.370790709
15,90,0.36341353,0.36455162
15,91,0.364448809,0.366238203
15,92,0.364964263,0.366619815
15,93,0.366819334,0.367777097
15,94,0.363977897,0.364146469
15,95,0.362433144,0.363410817
15,96,0.361570383,0.362183828
15,97,0.362279503,0.362415911
15,98,0.362781664,0.363524805
15,99,0.362329362,0.363296807
15,100,0.363361094,0.365348965
15,101,0.365478634,0.365888662
15,102,0.361972781,0.362104812
15,103,0.363198696,0.365194997
15,104,0.360382511,0.360842464
15,105,0.359294366,0.359458524
15,106,0.360452113,0.360791072
15,107,0.359352833,0.360526744
15,108,0.36299856,0.363046818
15,109,0.359794158,0.3614415
15,110,0.361162772,0.361587959
15,111,0.36000399,0.362933065
15,112,0.360924202,0.36167879
15,113,0.365002261,0.366135382
15,114,0.361796572,0.362264599
15,115,0.3627585,0.364847315
15,116,0.360703827,0.362239718
15,117,0.356782379,0.35810373
15,118,0.355832478,0.356463293
15,119,0.356127716,0.356807105
15,120,0.362825269,0.363030574
15,121,0.35711358,0.358158121
15,122,0.358661044,0.359334791
15,123,0.357823464,0.35796809
15,124,0.35750803,0.358348909
15,125,0.357106394,0.357740193
15,126,0.356215817,0.357104756
15,127,0.357580303,0.357881642
15,128,0.357156336,0.358590305
15,129,0.359203057,0.35990544
15,130,0.356987642,0.359114397
15,131,0.353699245,0.353975761
15,132,0.357545074,0.358979514
15,133,0.355873214,0.358510603
15,134,0.361646107,0.363663158
15,135,0.35609832,0.357024428
15,136,0.357667669,0.357717164
15,137,0.358357832,0.359165418
15,138,0.357882529,0.358121701
15,139,0.357192214,0.358101291
15,140,0.356988557,0.357181264
15,141,0.35615802,0.35622851
15,142,0.359304151,0.359688855
15,143,0.357364168,0.359256945
15,144,0.355896797,0.356526025
15,145,0.354433426,0.354647481
15,146,0.35713896,0.358864359
15,147,0.354241769,0.355295086
15,148,0.356882284,0.357302569
15,149,0.353053522,0.35313655
15,150,0.354116453,0.355554341
15,151,0.356734085,0.358370008
15,152,0.353679265,0.354065596
15,153,0.354958173,0.355558964
15,154,0.35518009,0.355821005
15,155,0.356691177,0.35670331
15,156,0.358292324,0.360001655
15,157,0.357959959,0.35959253
15,158,0.353269996,0.353272689
15,159,0.357323888,0.358120407
15,160,0.355106982,0.356471191
15,161,0.359971644,0.360041452
15,162,0.36348161,0.364155257
15,163,0.354590398,0.355007175
15,164,0.354998544,0.355732603
15,165,0.359151774,0.3602387
15,166,0.356802437,0.357015649
15,167,0.35256233,0.352831753
15,168,0.353822622,0.353975978
15,169,0.35467338,0.355721848
15,170,0.35938387,0.360573552
15,171,0.355369841,0.356584836
15,172,0.35295515,0.35383855
15,173,0.359107662,0.359341807
15,174,0.35274919,0.353652605
15,175,0.354645472,0.354745688
15,176,0.353613718,0.35687389
15,177,0.35535712,0.355561849
15,178,0.355337905,0.355418478
15,179,0.355342043,0.355518171
15,180,0.35583607,0.356147105
15,181,0.356831971,0.35721114
15,182,0.357097358,0.357153328
15,183,0.354097198,0.354192035
15,184,0.357435075,0.35775603
15,185,0.354523664,0.355231341
15,186,0.355220101,0.35617192
15,187,0.35722562,0.359218982
15,188,0.355685142,0.355874533
15,189,0.355180936,0.3558503
15,190,0.354855535,0.355551036
15,191,0.354251006,0.355757292
15,192,0.355868941,0.357879749
15,193,0.356214944,0.356779003
15,194,0.356176376,0.358078404
15,195,0.356663638,0.357358016
15,196,0.353826518,0.354699468
15,197,0.355061454,0.355988592
15,198,0.354291651,0.354813126
15,199,0.355565768,0.356355094
15,200,0.355664409,0.355685679
17,3,0.479980212,0.482359719
17,4,0.469675395,0.470233282
17,5,0.470157067,0.471096524
17,6,0.46142325,0.463168112
17,7,0.458886349,0.460700931
17,8,0.452336261,0.452742242
17,9,0.455955419,0.456615123
17,10,0.44904716,0.450521425
17,11,0.447282969,0.447937828
17,12,0.446364114,0.448748171
17,13,0.440996526,0.441436769
17,14,0.441818212,0.442215542
17,15,0.439840574,0.441563581
17,16,0.441604008,0.442256076
17,17,0.433898614,0.434016792
17,18,0.429973577,0.430191934
17,19,0.424724832,0.425089712
17,20,0.423949653,0.424318295
17,21,0.426646462,0.429338179
17,22,0.421182248,0.42208173
17,23,0.420439807,0.423753705
17,24,0.41496624,0.41579733
17,25,0.417656463,0.418516143
17,26,0.417159844,0.419349884
17,27,0.409950366,0.410776988
17,28,0.40985987,0.41059025
17,29,0.407484952,0.409278601
17,30,0.403891387,0.404836199
17,31,0.404291401,0.406315669
17,32,0.403091095,0.404713253
17,33,0.40113834,0.401801808
17,34,0.39747772,0.397949816
17,35,0.394185184,0.395367355
17,36,0.395658905,0.396310282
17,37,0.396657863,0.396905115
17,38,0.391706658,0.392490803
17,39,0.393610481,0.395516022
17,40,0.391097838,0.393638802
17,41,0.38845605,0.389247693
17,42,0.391763478,0.393948005
17,43,0.390585842,0.392469515
17,44,0.392584133,0.393430491
17,45,0.392962534,0.394825314
17,46,0.389882522,0.391468258
17,47,0.391311332,0.391558282
17,48,0.391396022,0.394756396
17,49,0.386291848,0.386640305
17,50,0.385698942,0.387036297
17,51,0.389270555,0.390880962
17,52,0.385612298,0.386189922
17,53,0.388300928,0.391639737
17,54,0.385897207,0.3874369
17,55,0.384667865,0.385100105
17,56,0.382424105,0.383721337
17,57,0.380509899,0.380710849
17,58,0.379203071,0.379558792
17,59,0.380828655,0.382910106
17,60,0.375970251,0.376165145
17,61,0.375529968,0.377628286
17,62,0.377217017,0.377311397
17,63,0.374922098,0.376316513
17,64,0.378226248,0.379644451
17,65,0.377521978,0.379918126
17,66,0.373219685,0.373427858
17,67,0.371843731,0.371892398
17,68,0.371985522,0.373032195
17,69,0.37107257,0.37130978
17,70,0.372144353,0.373462975
17,71,0.369633847,0.369859939
17,72,0.369956775,0.37140915
17,73,0.3711618,0.374381646
17,74,0.370124413,0.370678656
17,75,0.366994997,0.368081298
17,76,0.366964783,0.367694599
17,77,0.367129988,0.367685148
17,78,0.36799943,0.368483248
17,79,0.37016591,0.372030013
17,80,0.372898394,0.37318437
17,81,0.373502272,0.374823549
17,82,0.369753384,0.372858532
17,83,0.371333034,0.372241398
17,84,0.370080858,0.370720097
17,85,0.369641531,0.370244665
17,86,0.369675861,0.370277546
17,87,0.367947419,0.3687063
17,88,0.369075366,0.36948949
17,89,0.370027971,0.371537809
17,90,0.366182428,0.36843346
17,91,0.367712492,0.368659997
17,92,0.369889963,0.373180296
17,93,0.369271306,0.370408528
17,94,0.367869504,0.368722897
17,95,0.369698073,0.373148602
17,96,0.370444534,0.371127393
17,97,0.370275002,0.371104947
17,98,0.363037816,0.363793441
17,99,0.366733297,0.369865419
17,100,0.372716326,0.374672987
17,101,0.3673102,0.369661396
17,102,0.369385355,0.369479953
17,103,0.367422125,0.370149729
17,104,0.367005882,0.367121558
17,105,0.369060174,0.370048906
17,106,0.365347912,0.365376404
17,107,0.367518053,0.36804187
17,108,0.373005426,0.375367434
17,109,0.365509384,0.366001068
17,110,0.364573189,0.367547119
17,111,0.365226584,0.367144607
17,112,0.366305623,0.367370746
17,113,0.367339591,0.367760523
17,114,0.364289173,0.365974167
17,115,0.361436417,0.364104208
17,116,0.370747084,0.375837307
17,117,0.362388984,0.363089882
17,118,0.363927774,0.364440586
17,119,0.364347168,0.364485324
17,120,0.361194128,0.361790265
17,121,0.370411385,0.371048453
17,122,0.363749036,0.364361965
17,123,0.361904934,0.362430052
17,124,0.363444105,0.364697776
17,125,0.363301588,0.363755107
17,126,0.361796274,0.362303295
17,127,0.361550345,0.36429625
17,128,0.360157104,0.360298934
17,129,0.36517538,0.36534329
17,130,0.361563834,0.362289069
17,131,0.35912913,0.359390282
17,132,0.361279822,0.36206464
17,133,0.362940559,0.363431059
17,134,0.361471691,0.361556253
17,135,0.36298263,0.36306452
17,136,0.359822168,0.359989961
17,137,0.359456572,0.359659732
17,138,0.362875469,0.366398176
17,139,0.362113322,0.3623313
17,140,0.363100634,0.364141175
17,141,0.358128835,0.360416749
17,142,0.358745925,0.360009479
17,143,0.359995505,0.361000317
17,144,0.358398116,0.358950314
17,145,0.358458395,0.358484956
17,146,0.365267862,0.366090157
17,147,0.359285961,0.361917423
17,148,0.358433135,0.358806795
17,149,0.360821414,0.363634569
17,150,0.362176985,0.362857424
17,151,0.357878693,0.358139947
17,152,0.363783939,0.363942973
17,153,0.356676482,0.357540676
17,154,0.36326913,0.364916584
17,155,0.360634394,0.362267314
17,156,0.360699427,0.361167823
17,157,0.364029476,0.364435475
17,158,0.360471374,0.361176008
17,159,0.357107166,0.358943499
17,160,0.359734395,0.361669757
17,161,0.359218119,0.359910646
17,162,0.363100122,0.36480084
17,163,0.359785134,0.361260527
17,164,0.361529007,0.363537344
17,165,0.35863348,0.359519123
17,166,0.358425378,0.36137219
17,167,0.357548537,0.359474055
17,168,0.363439249,0.363694418
17,169,0.359863426,0.359979973
17,170,0.360542746,0.361146803
17,171,0.362285101,0.363701299
17,172,0.359999867,0.360307378
17,173,0.358695328,0.359108413
17,174,0.360567968,0.3608781
17,175,0.359437233,0.360748441
17,176,0.359353752,0.359637635
17,177,0.357162704,0.357958581
17,178,0.359241787,0.360404362
17,179,0.359179738,0.36069272
17,180,0.35968335,0.35989068
17,181,0.360758426,0.360914707
17,182,0.361291579,0.36261366
17,183,0.360081289,0.362230779
17,184,0.3593063,0.36035135
17,185,0.360527131,0.360606045
17,186,0.357908438,0.358227141
17,187,0.362334625,0.363506096
17,188,0.35975651,0.360073405
17,189,0.360791608,0.364099026
17,190,0.360570031,0.364187044
17,191,0.355937026,0.355943765
17,192,0.360445391,0.362216721
17,193,0.361386862,0.361875703
17,194,0.356219939,0.359160764
17,195,0.354870293,0.355308282
17,196,0.359755852,0.362637029
17,197,0.359623352,0.360854131
17,198,0.361089491,0.362030642
17,199,0.358688154,0.362208976
17,200,0.358283665,0.361417044